Age,Department,JobRole,Gender,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,RiskScore,Attrition,ML_AttritionProbability,ML_PredictedAttrition,RiskTier,RiskFlags,HRRecommendations,InterventionCount
34,Research & Development,Healthcare Representative,Male,5063,No,3,2,8,7,1,No,1.83,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
40,Sales,Sales Executive,Female,4639,No,1,3,5,1,2,No,6.26,No,🟢 LOW,LOW_JOB_SATISFACTION,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,1
43,Research & Development,Laboratory Technician,Male,4876,No,2,3,6,0,2,No,4.27,No,🟡 MEDIUM,NO_TRAINING | HIGH_JOB_HOPPER,📚 Immediately enroll in skill-development programs; assign a learning budget. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
35,Research & Development,Laboratory Technician,Male,2690,No,4,2,1,0,2,No,10.34,No,🟡 MEDIUM,LOW_SALARY | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,2
46,Sales,Manager,Male,17567,No,1,1,26,0,4,No,16.5,No,🟡 MEDIUM,POOR_WLB | LOW_JOB_SATISFACTION,🏡 Introduce flexible/remote work options and mandatory wellness days. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,2
28,Research & Development,Laboratory Technician,Male,2408,Yes,2,3,1,0,6,Yes,93.3,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
22,Research & Development,Research Scientist,Female,2814,Yes,3,2,4,1,3,No,10.21,No,🟡 MEDIUM,LOW_SALARY | OVERTIME_STRESS,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,2
50,Research & Development,Healthcare Representative,Male,11245,Yes,3,3,30,12,3,No,3.24,No,🟡 MEDIUM,OVERTIME_STRESS | STAGNANT_CAREER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
32,Research & Development,Research Scientist,Female,3312,No,4,3,3,0,0,No,2.94,No,🟢 LOW,NONE,No immediate action required.,0
44,Research & Development,Research Director,Female,19049,Yes,4,2,22,1,2,No,2.07,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
30,Research & Development,Research Scientist,Male,2141,No,2,2,6,1,3,No,8.92,No,🟢 LOW,LOW_SALARY,💰 Conduct immediate salary benchmarking and adjust compensation to market rate.,1
45,Research & Development,Laboratory Technician,Female,5769,Yes,1,3,10,1,4,No,13.54,No,🟠 HIGH,OVERTIME_STRESS | LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS | LOW_INVOLVEMENT,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.,4
45,Sales,Sales Executive,Male,4385,No,1,3,10,4,2,No,8.84,No,🟠 HIGH,LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | POOR_RELATIONSHIPS | STAGNANT_CAREER,"💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",4
31,Sales,Sales Executive,Male,5332,No,1,3,5,0,2,No,9.58,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | HIGH_JOB_HOPPER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
36,Research & Development,Manufacturing Director,Female,4663,Yes,3,3,3,1,2,No,8.1,No,🟡 MEDIUM,OVERTIME_STRESS | HIGH_JOB_HOPPER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
34,Research & Development,Manufacturing Director,Male,4724,No,4,3,9,7,1,No,4.04,No,🟡 MEDIUM,POOR_RELATIONSHIPS | STAGNANT_CAREER,🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
49,Research & Development,Laboratory Technician,Female,3211,No,1,2,9,1,2,No,6.35,No,🟢 LOW,LOW_JOB_SATISFACTION,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,1
39,Research & Development,Manufacturing Director,Male,5377,No,1,3,7,7,3,No,2.58,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | STAGNANT_CAREER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
27,Research & Development,Laboratory Technician,Male,4066,No,1,3,7,0,2,No,10.59,No,🟡 MEDIUM,BELOW_AVG_HIKE | LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs.,3
35,Research & Development,Research Scientist,Male,5208,No,1,3,16,1,2,No,4.6,No,🟡 MEDIUM,BELOW_AVG_HIKE | LOW_JOB_SATISFACTION,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,2
28,Research & Development,Manufacturing Director,Female,4877,No,1,2,5,0,2,No,13.12,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | LOW_INVOLVEMENT,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project.,2
21,Research & Development,Research Scientist,Male,3117,No,4,3,2,2,1,No,5.47,No,🟢 LOW,NEW_HIRE_FLIGHT_RISK,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,1
18,Sales,Sales Representative,Female,1569,Yes,4,4,0,0,4,Yes,96.09,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | NEW_HIRE_FLIGHT_RISK | ML_HIGH_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
47,Human Resources,Manager,Female,19658,No,3,3,5,1,0,No,4.49,No,🟢 LOW,BELOW_AVG_HIKE,📈 Review annual appraisal cycle; ensure hike is at least at industry median.,1
39,Research & Development,Laboratory Technician,Male,3069,No,3,3,10,0,0,No,1.62,No,🟢 LOW,NONE,No immediate action required.,0
40,Research & Development,Manufacturing Director,Female,10435,No,3,3,18,14,1,No,3.11,No,🟡 MEDIUM,POOR_ENVIRONMENT | STAGNANT_CAREER,"🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.",2
35,Research & Development,Healthcare Representative,Female,4148,No,3,3,14,2,0,No,1.2,No,🟢 LOW,NONE,No immediate action required.,0
37,Research & Development,Manufacturing Director,Male,5768,No,3,2,4,0,0,No,4.95,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
39,Research & Development,Manufacturing Director,Female,5042,No,3,1,9,3,2,No,5.72,No,🟡 MEDIUM,POOR_WLB | POOR_ENVIRONMENT,"🏡 Introduce flexible/remote work options and mandatory wellness days. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
45,Research & Development,Manufacturing Director,Female,5770,No,4,3,10,3,0,No,2.6,No,🟢 LOW,POOR_RELATIONSHIPS,🤝 Facilitate team-building activities and peer mentoring programs.,1
38,Research & Development,Manufacturing Director,Female,7756,Yes,3,4,5,0,2,No,2.64,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
35,Sales,Sales Executive,Male,10306,No,1,3,13,6,3,Yes,85.61,Yes,🔴 CRITICAL,LOW_JOB_SATISFACTION | STAGNANT_CAREER | HIGH_JOB_HOPPER | ML_HIGH_RISK,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
37,Research & Development,Research Scientist,Female,3936,No,2,1,8,7,5,No,12.03,No,🟠 HIGH,BELOW_AVG_HIKE | POOR_WLB | POOR_RELATIONSHIPS | STAGNANT_CAREER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,4
40,Research & Development,Manufacturing Director,Female,7945,Yes,4,2,4,3,2,No,8.94,No,🟡 MEDIUM,OVERTIME_STRESS | HIGH_JOB_HOPPER,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
44,Human Resources,Human Resources,Male,5743,Yes,4,3,10,0,2,No,6.95,No,🟡 MEDIUM,BELOW_AVG_HIKE | OVERTIME_STRESS | POOR_ENVIRONMENT,"📈 Review annual appraisal cycle; ensure hike is at least at industry median. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",3
48,Research & Development,Manager,Male,15202,No,4,3,2,2,1,No,2.73,No,🟢 LOW,NEW_HIRE_FLIGHT_RISK,🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,1
35,Sales,Sales Executive,Male,5440,Yes,4,2,2,2,3,Yes,86.94,Yes,🔴 CRITICAL,OVERTIME_STRESS | POOR_ENVIRONMENT | LOW_INVOLVEMENT | NEW_HIRE_FLIGHT_RISK | HIGH_JOB_HOPPER | ML_HIGH_RISK,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🎯 Re-align role responsibilities; consider lateral move to a higher-impact project. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months. | 🔗 Offer retention bonus tied to 2-year tenure milestone. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",6
24,Research & Development,Research Scientist,Female,3760,Yes,4,3,6,1,2,No,14.32,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_ENVIRONMENT,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
27,Research & Development,Research Scientist,Female,3517,No,3,3,3,0,0,No,6.36,No,🟡 MEDIUM,POOR_RELATIONSHIPS | NO_TRAINING | HIGH_JOB_HOPPER,🤝 Facilitate team-building activities and peer mentoring programs. | 📚 Immediately enroll in skill-development programs; assign a learning budget. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
27,Research & Development,Research Scientist,Male,2580,No,4,2,4,1,1,No,4.11,No,🟡 MEDIUM,LOW_SALARY | NO_TRAINING,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📚 Immediately enroll in skill-development programs; assign a learning budget.,2
40,Research & Development,Laboratory Technician,Male,2166,Yes,1,1,4,0,7,Yes,92.08,Yes,🔴 CRITICAL,LOW_SALARY | OVERTIME_STRESS | POOR_WLB | LOW_JOB_SATISFACTION | POOR_ENVIRONMENT | ML_HIGH_RISK,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏡 Introduce flexible/remote work options and mandatory wellness days. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🚨 AI model flags very high attrition probability — escalate to CHRO.",6
29,Sales,Sales Executive,Male,5869,No,3,3,5,1,0,No,10.95,No,🟡 MEDIUM,BELOW_AVG_HIKE | HIGH_JOB_HOPPER,📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
36,Research & Development,Healthcare Representative,Female,8008,No,1,3,3,0,2,No,3.27,No,🟢 LOW,LOW_JOB_SATISFACTION,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers.,1
25,Research & Development,Manufacturing Director,Male,5206,No,3,3,7,0,0,No,1.93,No,🟢 LOW,NONE,No immediate action required.,0
39,Research & Development,Manufacturing Director,Male,5295,No,2,3,5,1,2,No,7.04,No,🟢 LOW,NONE,No immediate action required.,0
49,Research & Development,Research Director,Female,16413,No,2,3,4,1,2,No,4.59,No,🟢 LOW,POOR_ENVIRONMENT,"🏢 Review team dynamics, physical workspace, and DEI climate surveys.",1
50,Research & Development,Research Director,Female,13269,No,1,3,14,1,2,No,3.29,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | HIGH_JOB_HOPPER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,2
20,Sales,Sales Representative,Female,2783,No,3,3,2,2,2,No,17.26,No,🟡 MEDIUM,LOW_SALARY | POOR_RELATIONSHIPS | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,3
34,Research & Development,Research Scientist,Female,5433,No,2,3,11,7,3,No,1.0,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
36,Research & Development,Laboratory Technician,Male,2013,No,2,3,4,1,3,No,9.08,No,🟡 MEDIUM,LOW_SALARY | BELOW_AVG_HIKE | POOR_ENVIRONMENT,"💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | 📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",3
49,Research & Development,Healthcare Representative,Female,13966,Yes,3,3,15,2,2,No,4.47,No,🟢 LOW,OVERTIME_STRESS,⏱️  Audit workload distribution; enforce overtime caps and offer comp time.,1
36,Research & Development,Manufacturing Director,Female,4374,No,3,3,3,1,0,No,2.16,No,🟢 LOW,NONE,No immediate action required.,0
36,Research & Development,Healthcare Representative,Male,6842,No,1,3,5,0,2,No,3.42,No,🟡 MEDIUM,LOW_JOB_SATISFACTION | POOR_RELATIONSHIPS | HIGH_JOB_HOPPER,💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🔗 Offer retention bonus tied to 2-year tenure milestone.,3
54,Research & Development,Manager,Female,17426,No,3,3,10,4,0,No,5.16,No,🟢 LOW,STAGNANT_CAREER,🚀 Create an individual development plan (IDP) and fast-track promotion review.,1
43,Research & Development,Research Director,Male,17603,No,3,3,14,6,1,No,2.46,No,🟡 MEDIUM,POOR_RELATIONSHIPS | STAGNANT_CAREER,🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review.,2
35,Sales,Sales Executive,Male,4581,Yes,4,4,11,6,3,Yes,71.43,Yes,🔴 CRITICAL,OVERTIME_STRESS | POOR_RELATIONSHIPS | STAGNANT_CAREER | ML_HIGH_RISK,⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🤝 Facilitate team-building activities and peer mentoring programs. | 🚀 Create an individual development plan (IDP) and fast-track promotion review. | 🚨 AI model flags very high attrition probability — escalate to CHRO.,4
38,Research & Development,Research Scientist,Male,4735,No,4,4,13,2,0,No,3.21,No,🟢 LOW,HIGH_JOB_HOPPER,🔗 Offer retention bonus tied to 2-year tenure milestone.,1
29,Sales,Sales Executive,Male,4187,Yes,2,2,10,0,4,No,10.24,No,🟡 MEDIUM,OVERTIME_STRESS | POOR_ENVIRONMENT,"⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys.",2
33,Sales,Sales Executive,Male,5505,No,4,3,6,0,0,No,2.54,No,🟢 LOW,NONE,No immediate action required.,0
32,Research & Development,Research Scientist,Male,5470,No,2,2,9,1,2,No,1.84,No,🟢 LOW,NONE,No immediate action required.,0
31,Sales,Sales Executive,Female,5476,No,4,3,10,0,0,No,5.42,No,🟡 MEDIUM,BELOW_AVG_HIKE | POOR_ENVIRONMENT | POOR_RELATIONSHIPS,"📈 Review annual appraisal cycle; ensure hike is at least at industry median. | 🏢 Review team dynamics, physical workspace, and DEI climate surveys. | 🤝 Facilitate team-building activities and peer mentoring programs.",3
49,Research & Development,Laboratory Technician,Female,2587,Yes,1,2,2,2,6,No,16.38,No,🟠 HIGH,LOW_SALARY | OVERTIME_STRESS | LOW_JOB_SATISFACTION | NEW_HIRE_FLIGHT_RISK,💰 Conduct immediate salary benchmarking and adjust compensation to market rate. | ⏱️  Audit workload distribution; enforce overtime caps and offer comp time. | 💬 Schedule 1-on-1 with manager to identify and resolve dissatisfaction drivers. | 🎓 Strengthen onboarding; assign a buddy/mentor for the first 6 months.,4
